container_log_prefix,request_id,scheduler_request_id,config_hash,invocation_count,generated_tokens_before_sample,requested_forced_token_id,forced_token_id,mask_count,hard_injection_blocked_by_mask,changed_count,soft_injection_count,vector_count,entropy_pid_present
2026-07-28T03:42:37.864444231Z,FINAL-VAL-144,nram-scheduler-c1d9fb1052994e7e8e279da1f857c0de,1e2cc745843a13cba0bb940a5a13706c50ca2cb863c9b9c03ce9f8c8c2ba37bb,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:37.961230094Z,FINAL-VAL-148,nram-scheduler-8e7aef91d74b4bcdb11af57212784399,1e2cc745843a13cba0bb940a5a13706c50ca2cb863c9b9c03ce9f8c8c2ba37bb,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.019138222Z,FINAL-VAL-149,nram-scheduler-2f47a60e935a4d64a084ab7e67515a90,1e2cc745843a13cba0bb940a5a13706c50ca2cb863c9b9c03ce9f8c8c2ba37bb,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.081879072Z,FINAL-VAL-153,nram-scheduler-f50aae08721846bc9e5e4afbd4c8136f,36e6a9913c945f797a5f4c6c44d67f416ac592ac08c805607a7fffefee37244a,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.160794319Z,FINAL-VAL-154,nram-scheduler-d04ca7c658ad4aaba35a0c41c49ad17a,9b8dc4ad843e51d3b8d43d717df793a666654637d79188f494b793d6c33dfce2,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.215297792Z,FINAL-VAL-158,nram-scheduler-51689287c2f24768a563efcb5f840cc8,35369c4d3ce8dafe8515a426b7e8d9c68af7736ce43f7b31441dcc219d4299ec,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.274997096Z,FINAL-VAL-159,nram-scheduler-55daad7395b446dfae984ff5c11c58b4,35a7674a8d25bcceb44ab7bbd4a41f18fd6e8d8005504f0bcd22031f18da7bb9,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.382770336Z,FINAL-VAL-163,nram-scheduler-a10ebddee5a4429e8559e7ba4b763fbf,96dfe4f84029c7403dfefecdea82e7cecf10bd035579b37ec837f821579f4f7a,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.430595791Z,FINAL-VAL-164,nram-scheduler-4b5bd694e7a84a6a9588d90d1b5a982e,896086e4798697bef9070fbd4709371af30e6dc433012eb8f7c6dd060788ebe6,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.483473440Z,FINAL-VAL-168,nram-scheduler-6daa044511294a21b2831afdf154a1d4,475bdbdb4a64301d6883c4d36c7a3df460fd9245b5ff1a5c10e00990f13494a8,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.542022697Z,FINAL-VAL-169,nram-scheduler-7c5927986f604ecb9bd07198f74ae59b,5a82eaa37b9ea4be34b5c500bfcc13b0032bc3ae13baf17d01a85e9d991a9206,1,0,,,0,False,1,0,0,False
2026-07-28T03:42:38.595304240Z,FINAL-VAL-173,nram-scheduler-e40d04535f894ab08b63f970b5e5ad1a,11a05602295dab321fee189c114827397fda411e39415f9698ffb3f5ba478098,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.641591124Z,FINAL-VAL-174,nram-scheduler-adca7ed092444cd6be1474b27328f85e,de876162b7fd055ad5549f5c4401da8ae46f12e8ab9c03b4287221970873a529,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.692255189Z,FINAL-VAL-178,nram-scheduler-6c6e708e7a9b4657900291812540e468,a8ea9ff68f60ce6235e5bf02cc4053889da989c0d9b9eeea1be22a127cf01285,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.750414693Z,FINAL-VAL-179,nram-scheduler-d54340f8ef0945c5b5e086e55e0bf505,8fdba20a282f47ae47afc53aec3783eda099626fb03ad87fc68afc2809e62e7d,1,0,,,0,False,1,0,0,False
2026-07-28T03:42:38.842262670Z,FINAL-VAL-183,nram-scheduler-c784ec12507a46c0b52e5c06d95b5ec7,77b5c3dbb4967a221b4cb745dec85b4833ff903bfe41bda4d660d2beb4deb18a,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.885751071Z,FINAL-VAL-184,nram-scheduler-cf2ed9f95ecc4c35b40a255ee6abe03e,5b77c37a8a144f96b05bf9f1bc94b0af6628307291c34c411f22374cbb32c468,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.937315157Z,FINAL-VAL-188,nram-scheduler-a18be8bfd10b4f3784a5bfb57a9745e2,538040e7d3edb057b34a4ae8be2198eba134f3369dd4bf386a4da37af5432b7f,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:38.997483337Z,FINAL-VAL-189,nram-scheduler-cb38c5dc08554d2ea076a6f6de02259d,0227ff6c47b7e11c2b5de7a27d77a73fc1ed56e03ad080dfaf0d275747a7a8cf,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:42.071225253Z,FINAL-VAL-193,nram-scheduler-e4b0f9bcb94b450081088fe9999a19bc,bc416066ede9555d885bbfbf4d8334188d4f249d9ed94b0a78dee93e3c84dd1a,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:42.154568674Z,FINAL-VAL-194,nram-scheduler-bfd1b1f24243498894d6068160a4c3af,1d89eecae360b5bf7784dca80a663606679ef07c9508c865af06d939ecc9fc44,1,0,,,0,False,0,0,0,False
2026-07-28T03:42:42.246162183Z,FINAL-VAL-198,nram-scheduler-1d0f655a38e946949ec0b84de4a634ca,f28288e21b5c91b5c6198cdc9265eb54b3b0092f537757cb47f9bdb587c3a660,1,0,,,0,False,1,1,0,False
2026-07-28T03:42:42.304322265Z,FINAL-VAL-199,nram-scheduler-53b1e4ee9b8542a295b85f7428a0ac62,1f4ef5fe815551a18ca590ed48de9cc818844981707fe585da2cc11a11e5d313,1,0,,,0,False,1,1,0,False
2026-07-28T03:42:42.369149324Z,FINAL-VAL-203,nram-scheduler-2f4ef540abe24a6da25dd66491ba5c92,fdb48a38b5ca9ca21cf174df38d7e150e9bf72247217a75e2f3e9ea41fb9c48b,1,0,,,0,False,1,0,1,False
2026-07-28T03:42:42.425945348Z,FINAL-VAL-204,nram-scheduler-4177eb7e57ee4a0983bc193fa8ee5935,d699fa06037cb0fb5616c5343d8deb4b54ba72d5eb5b5d74a205b3d27f2b1f05,1,0,,,0,False,1,0,1,False
2026-07-28T03:42:42.486461043Z,FINAL-VAL-208,nram-scheduler-36c5486f22524db392e197db119258b0,7452f066a066f0b62cc7a39ac1cd697872521f3beb12b2c8cfe4d3a75e327bc3,1,0,,,0,False,1,0,1,False
2026-07-28T03:42:42.540330518Z,FINAL-VAL-209,nram-scheduler-911c09f7849749f29c69cfbdd8359088,a484bb914c67a08ee49befaadfbec637c4b6455cc8c2a121805ef91951971114,1,0,,,0,False,1,0,1,False
2026-07-28T03:43:20.789763362Z,FINAL-CANCEL-ORDINARY,nram-scheduler-595138154f304a1cbda35637879cb056,a74f92e7d85b824ef504dbc94444a210ae6df8a119143dd0d1c13a468a8ca990,1,0,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:20.813449749Z,FINAL-CANCEL-ORDINARY,nram-scheduler-595138154f304a1cbda35637879cb056,a74f92e7d85b824ef504dbc94444a210ae6df8a119143dd0d1c13a468a8ca990,2,1,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:20.839497876Z,FINAL-CANCEL-ORDINARY,nram-scheduler-595138154f304a1cbda35637879cb056,a74f92e7d85b824ef504dbc94444a210ae6df8a119143dd0d1c13a468a8ca990,3,2,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:24.494062233Z,FINAL-CANCEL-PERSONA,nram-scheduler-65d09862393647d1b4e27a0b24927194,5fe6221e4f32fdbcf6dfaed4473f93fe44568cbe5c1f8b8ba5a5426052bcaf33,1,0,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:24.531804725Z,FINAL-CANCEL-PERSONA,nram-scheduler-65d09862393647d1b4e27a0b24927194,5fe6221e4f32fdbcf6dfaed4473f93fe44568cbe5c1f8b8ba5a5426052bcaf33,2,1,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:24.570461691Z,FINAL-CANCEL-PERSONA,nram-scheduler-65d09862393647d1b4e27a0b24927194,5fe6221e4f32fdbcf6dfaed4473f93fe44568cbe5c1f8b8ba5a5426052bcaf33,3,2,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:28.410203380Z,FINAL-CANCEL-NONSTREAM,nram-scheduler-231167a1f9b0403f9a899e6d4caa69f3,e7217940c0304f2602bb8328eef9e8d5d5ca083561cd4ecda77409731688d002,1,0,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:28.434462227Z,FINAL-CANCEL-NONSTREAM,nram-scheduler-231167a1f9b0403f9a899e6d4caa69f3,e7217940c0304f2602bb8328eef9e8d5d5ca083561cd4ecda77409731688d002,2,1,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:28.462528070Z,FINAL-CANCEL-RETRY,nram-scheduler-3dba73489ebe4eb9a2cfcd2da19158ec,a45af0eb46aa2b0294f9a7bab6c62d8cd6bd4e735aff1b136e295ddcdc8abfc1,1,0,9702,9702,151935,False,1,0,0,False
2026-07-28T03:43:32.377594516Z,FINAL-CANCEL-NORMAL,nram-scheduler-4971fa39a74d40dd8e9c91e073939072,a45af0eb46aa2b0294f9a7bab6c62d8cd6bd4e735aff1b136e295ddcdc8abfc1,1,0,9702,9702,151935,False,1,0,0,False
2026-07-28T03:44:06.003398279Z,gpu-forced-393a3c2b14414661ae72c1da915193c3-disabled,nram-scheduler-5a3f590c72ed434083417c2b7a2cc87c,47c29c2ef6732deccdbe9d79e00fa1e82cb85f1fc4ffef7a131f7f4fbbbf41ee,1,0,,,2,False,47,0,0,False
2026-07-28T03:44:06.065574344Z,gpu-forced-393a3c2b14414661ae72c1da915193c3,nram-scheduler-05ecaebc2bed460196f903b21f0ce58c,90244e7211f6dd4fba29ded0b7e67ee25d237bd322835b3ac4cbf002c777c976,1,0,11064,11064,151935,False,56,0,0,False
2026-07-28T03:44:11.807062263Z,entropy-ec74e6362ea54e46ad673b652b884f96-low,nram-scheduler-a29c873400584a64af3152bbfaea77ad,8e51997e37d9124d4efb3064f4d56c49204c223de1a41d9b2f96017bd978d63d,1,0,,,2,False,52,0,0,True
2026-07-28T03:44:12.087958668Z,entropy-ec74e6362ea54e46ad673b652b884f96-medium,nram-scheduler-4a80c45852974ffc80ff655c01d2b0aa,673378859b13b49647c835930ad8a41d38fc96404f75ef8f821401a2f852f4dd,1,0,,,2,False,52,0,0,True
2026-07-28T03:44:12.443497098Z,entropy-ec74e6362ea54e46ad673b652b884f96-high,nram-scheduler-4888635cef7c4869b666dcce3e76b5cd,9e40ef4f7cfdc4480c075281be856610d793d5339434bb9496214b7078799976,1,0,,,2,False,52,0,0,True
2026-07-28T03:44:12.771679443Z,entropy-ec74e6362ea54e46ad673b652b884f96-medium-reset,nram-scheduler-146136d15c2c42cca3156d28fcdffc9c,673378859b13b49647c835930ad8a41d38fc96404f75ef8f821401a2f852f4dd,1,0,,,2,False,52,0,0,True
2026-07-28T03:44:13.083615960Z,entropy-ec74e6362ea54e46ad673b652b884f96-fixed-temperature,nram-scheduler-9832578a398c442c86d48a50b144b971,fc1d349ba7f8d6726c873e18a1d6f54be9b9db12c1bb3171f3d5e011823eb826,1,0,,,2,False,47,0,0,False
2026-07-28T03:44:17.804783375Z,logits-6bc18ded477545918b84bd9c543cdf39,nram-scheduler-365f653ae1e744b9b27b68ab06a0dfcc,109e61b0ce389185333793d3baf49e3832db44deef1c7546b78b398547afc333,1,0,,,2,False,49,1,2,False
2026-07-28T03:44:17.977630622Z,logits-6bc18ded477545918b84bd9c543cdf39,nram-scheduler-365f653ae1e744b9b27b68ab06a0dfcc,109e61b0ce389185333793d3baf49e3832db44deef1c7546b78b398547afc333,2,1,,,2,False,54,0,2,False
2026-07-28T03:44:19.683461592Z,phrase-a8c1a6ac00a24982928e6759cf645d16-disabled,nram-scheduler-5e2f122cf330410d94755ba84f2c5cfb,b5752a6914a048728bd4ec76810543272566e943b20ce51accc1116a51792d98,1,0,36813,36813,151935,False,56,0,0,False
2026-07-28T03:44:19.716980246Z,phrase-a8c1a6ac00a24982928e6759cf645d16-disabled,nram-scheduler-5e2f122cf330410d94755ba84f2c5cfb,b5752a6914a048728bd4ec76810543272566e943b20ce51accc1116a51792d98,2,1,34074,34074,151935,False,56,0,0,False
2026-07-28T03:44:20.016369634Z,phrase-a8c1a6ac00a24982928e6759cf645d16-enabled,nram-scheduler-9b6e312d6348492bbea2327c7e650497,5636bd7891b7f1278cdf1a9f0251824066a1d389bf56d45e2429cb982dac4178,1,0,36813,36813,151935,False,56,0,0,False
2026-07-28T03:44:20.058227497Z,phrase-a8c1a6ac00a24982928e6759cf645d16-enabled,nram-scheduler-9b6e312d6348492bbea2327c7e650497,5636bd7891b7f1278cdf1a9f0251824066a1d389bf56d45e2429cb982dac4178,2,1,34074,,3,True,48,0,0,False
2026-07-28T03:44:21.737423292Z,phrase-dd9822ad98b44c3fbe70a54e0f65bfc5-disabled,nram-scheduler-61111a2acf4441e8b299fc09ba46577c,aa24722cefb135a40beccacb65c1d1c2561601f188063b2c9fcb21cf4942c54c,1,0,50315,50315,151935,False,56,0,0,False
